,Item,Unit_Retail,Unit_Retail,Unit_Retail,Unit_Retail,Unit_Retail,Total_units,Total_units,Total_units,Total_units,Total_units,Item,Slope,Intercept,R_squared,predicted_min_quantity,predicted_max_quantity,predicted_median_quantity,predicted_average_quantity,min_avg_elasticity,max_avg_elasticity,avg_elasticity
962,5100006501,4.282880434782609,1182.075,3.49,4.99,4.49,1.9528985507246377,539.0,1.0,8.0,2.0,276,-0.4229841879238688,3.7644892534061856,0.019402505963141945,2.288274437551883,1.6537981556660801,1.8652902496280144,1.9528985507246377,-0.7752113690302239,-1.0874997593980522,-0.931355564214138
963,5100006514,4.995762411345745,939.203333333,4.69,5.69,4.99,1.5106382978723405,284.0,1.0,6.0,1.0,188,-0.05419058489948733,1.7813615849620397,0.00020334909481346778,1.527207741783444,1.4730171568839567,1.5109505663135978,1.5106382978723405,-0.1727793717708506,-0.19407995458881813,-0.18342966317983436
964,5100007501,5.047352941176471,686.44,4.69,5.49,4.99,1.5,204.0,1.0,4.0,1.0,136,-0.17299654733781575,2.373174632018899,0.003669623731408214,1.5618208250045433,1.4234235871342906,1.5099218608031983,1.5000000000000002,-0.5501721149965587,-0.6235585171187749,-0.5868653160576668
965,5100007508,4.981489361702128,234.13,4.59,5.49,4.99,1.6170212765957446,76.0,1.0,5.0,1.0,47,0.09231989125509736,1.1571307204349797,0.0009120086227018708,1.5808790212958765,1.6639669234254642,1.6178069777979154,1.6170212765957444,0.2763184510799924,0.2946449972435139,0.28548172416175316
966,5100007519,5.061333333333334,759.2,4.69,5.49,4.99,1.2866666666666666,193.0,1.0,4.0,1.0,150,-0.23799240122693097,2.4912255400765737,0.010597360586067011,1.3750411783222674,1.1846472573407227,1.3036434579541882,1.286666666666667,-0.8719000620347419,-1.016114194053417,-0.9440071280440795
967,5100007546,3.49,994.6500000000001,3.49,3.49,3.49,1.7017543859649122,485.0,1.0,8.0,1.0,285,inf,0.0,0.0,inf,inf,inf,inf,,,
968,5100007623,5.835765765765766,1295.54,4.69,6.99,5.99,1.3873873873873874,308.0,1.0,7.0,1.0,222,-0.2634199546105579,2.924644540523253,0.04271993025504953,1.6892049533997364,1.0833390577954534,1.3467590124060111,1.3873873873873874,-0.9012233123969904,-1.3674369505579327,-1.1343301314774616
969,5100007624,5.794,579.4,4.69,6.99,5.99,1.15,115.0,1.0,3.0,1.0,100,-0.025812799504394232,1.29955936032846,0.0014875172595752574,1.1784973306528512,1.1191278917927443,1.1449406912971387,1.15,-0.11622147315418858,-0.14542628031576693,-0.13082387673497775
970,5100007625,5.87202846975089,1650.04,4.69,6.99,5.99,1.3914590747330962,391.0,1.0,4.0,1.0,281,-0.14362646250157204,2.234837751551936,0.014575440282259206,1.561229642419563,1.2308887786659473,1.3745152411675194,1.3914590747330964,-0.5137645486091318,-0.7044556073330832,-0.6091100779711075
971,5100007629,5.876802325581395,1010.8100000000001,4.69,6.99,5.99,1.2209302325581395,210.0,1.0,4.0,1.0,172,-0.11648352203009425,1.9054808657165092,0.015702486635208308,1.3591731473953672,1.0912610467261503,1.2077445687562447,1.2209302325581395,-0.47705776483331985,-0.6482034879971752,-0.5626306264152475
972,5100007688,4.0,984.0,4.0,4.0,4.0,1.4024390243902438,345.0,1.0,7.0,1.0,246,inf,0.0,0.0,inf,inf,inf,inf,,,
973,5100007874,6.449756097560976,1586.64,6.19,6.49,6.49,1.934959349593496,476.0,1.0,11.0,1.0,246,-6.316688006828871,42.67605633802829,0.1736289709118984,3.575757575757578,1.680751173708913,1.680751173708913,1.9349593495934911,-14.488386326543017,-22.60590321763405,-18.547144772088533
974,5100008375,4.2602150537634405,792.4,3.49,4.99,4.49,1.4516129032258065,270.0,1.0,5.0,1.0,186,-0.47609086202398315,3.479862360579593,0.07666924139157823,1.8183052521158918,1.1041689590799169,1.3422143900919088,1.451612903225807,-1.1284094556892394,-1.7231293968415613,-1.4257694262654004
975,5100011860,4.13948275862069,480.18,3.49,4.99,4.0,1.3706896551724137,159.0,1.0,5.0,1.0,116,-0.33110896306954757,2.741309499023581,0.0444869023905592,1.5857392179108598,1.0890757733065384,1.4168736467453906,1.370689655172414,-0.8544734994180032,-1.2289194467772702,-1.0416964730976366
976,5100012474,4.0001997896940065,1268.063333333,4.0,4.063333333,4.0,1.8233438485804416,578.0,1.0,7.0,1.0,317,18.637575048125857,-72.73067993933888,0.003290398523030183,1.819620253164544,2.999999999999986,1.819620253164544,1.8233438485804356,40.92939700096415,31.15778357196903,36.04359028646659
977,5100012767,3.9822680412371136,1545.1200000000001,3.69,3.99,3.99,1.8788659793814433,729.0,1.0,7.0,2.0,388,-4.8624338624338606,21.242380952380948,0.04151859070173639,3.3000000000000043,1.8412698412698418,1.8412698412698418,1.8788659793814446,-7.203487418656127,-10.420217957882246,-8.811852688269186
978,5100013865,4.475365853658537,1284.43,4.19,4.49,4.49,1.6341463414634145,469.0,1.0,5.0,1.0,287,-1.782661782661783,9.612210012210015,0.018436974281130104,2.142857142857144,1.6080586080586095,1.6080586080586095,1.634146341463416,-4.089860283218215,-4.929427757876369,-4.509644020547292
979,5100014002,4.461541501976284,1128.77,4.19,4.49,4.49,1.4703557312252964,372.0,1.0,5.0,1.0,253,-1.950509461426494,10.172634643377014,0.05059012657627514,2.0000000000000036,1.4148471615720553,1.4148471615720553,1.4703557312253022,-4.86258898581862,-6.051590492143395,-5.457089738981008
980,5100017423,5.877851239669422,711.22,4.69,6.99,5.99,1.165289256198347,141.0,1.0,4.0,1.0,121,0.02115306577071493,1.0409546823351414,0.0007477906082197505,1.1401625607997945,1.1888146120724388,1.167661546301724,1.165289256198347,0.0969625349268527,0.11562552836737994,0.10629403164711632
981,5150004136,3.968813559322034,468.32,2.99,4.29,4.29,1.4830508474576272,175.0,1.0,5.0,1.0,118,-0.3563681242738985,2.8974094911860355,0.04920984260895767,1.8318687996070788,1.3685902380510109,1.3685902380510109,1.4830508474576274,-0.7481023974452186,-1.0320996957927004,-0.8901010466189595
982,5150004138,3.9915748031496063,506.93,2.99,4.29,4.29,1.4566929133858268,185.0,1.0,3.0,1.0,127,-0.25221565731166923,2.463430576070902,0.03176486271305404,1.709305760709011,1.381425406203841,1.381425406203841,1.4566929133858273,-0.55617915839791,-0.7359604489125475,-0.6460698036552288
983,5150004815,4.155376782077393,2040.29,2.99,4.29,4.29,3.0305498981670063,1488.0,1.0,12.0,2.0,491,-2.5392645968705017,13.582151047553799,0.1708656425755343,5.989749902910998,2.688705926979347,2.688705926979347,3.0305498981670063,-2.0114633320570148,-3.749621790945581,-2.880542561501298
984,5150004816,4.155720524017467,1903.32,2.99,4.29,4.29,2.408296943231441,1103.0,1.0,11.0,2.0,458,-2.0192746086991527,10.799837878229848,0.17339985161237279,4.762206798219381,2.1371498069104824,2.1371498069104824,2.4082969432314396,-2.0122954446836943,-3.7519368158444184,-2.8821161302640563
985,5150004817,9.99,5304.6900000000005,9.99,9.99,9.99,3.120527306967985,1657.0,1.0,10.0,3.0,531,inf,0.0,0.0,inf,inf,inf,inf,,,
986,5150004818,9.989999999999998,4635.36,9.99,9.99,9.99,2.4525862068965516,1138.0,1.0,7.0,2.0,464,inf,0.0,0.0,inf,inf,inf,inf,,,
987,5150004962,4.139523809523809,1738.6,2.99,4.29,4.29,2.5880952380952382,1087.0,1.0,9.0,2.0,420,-0.45407121104851883,4.467733827449893,0.009711925976572045,3.1100609064148212,2.519768332051747,2.519768332051747,2.5880952380952382,-0.5681331694479351,-0.7493551916937048,-0.65874418057082
988,5150021179,4.160325203252032,2046.88,2.99,4.29,4.29,2.7865853658536586,1371.0,1.0,10.0,2.0,492,-0.9710708185109148,6.826555766247198,0.03232788317938883,3.9230540188995624,2.6606619548353736,2.6606619548353736,2.786585365853659,-1.0348502728059135,-1.5064240209250097,-1.2706371468654616
989,5150048761,4.701538461538461,61.12,3.64,4.99,4.59,1.0,13.0,1.0,1.0,1.0,13,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
990,5150081724,4.465,89.3,3.64,4.99,4.59,1.05,21.0,1.0,2.0,1.0,20,0.08225616921269097,0.6827262044653348,0.045457356670171326,0.9821386603995299,1.0931844888366626,1.0602820211515864,1.05,0.3280712406395473,0.3628862022644391,0.3454787214519932
991,5252507036,14.899375000000001,476.78000000000003,13.54,14.99,14.99,1.3125,42.0,1.0,4.0,1.0,32,-0.13793103448275848,3.3675862068965494,0.003973509933774831,1.4999999999999998,1.2999999999999998,1.2999999999999998,1.3124999999999996,-1.3947279693486592,-1.5780564263322676,-1.4863921978404635
992,5252540409,11.22181818181818,493.76,10.54,11.29,11.29,1.2272727272727273,54.0,1.0,4.0,1.0,44,0.33333333333333326,-2.5133333333333328,0.01655629139072848,0.9999999999999996,1.2499999999999996,1.2499999999999996,1.2272727272727266,3.2568707482993187,3.0291131498471158,3.142991949073217
993,5252540421,12.194651162790699,524.37,10.99,12.49,12.49,1.0232558139534884,44.0,1.0,2.0,1.0,43,0.02750227381003942,0.6878751786565029,0.008316163747321446,0.9901251678288362,1.0313785785438954,1.0313785785438954,1.0232558139534884,0.3166964574706889,0.3304159794381717,0.3235562184544303
994,5252540422,12.146896551724138,704.52,10.99,12.49,12.49,1.0517241379310345,61.0,1.0,2.0,1.0,58,0.0017341099425703499,1.030660083849316,1.7866587287088357e-05,1.049717952118164,1.0523191170320196,1.0523191170320196,1.0517241379310345,0.019092566262261853,0.020305232396545476,0.019698899329403663
995,5252540423,12.260175438596493,698.83,10.99,12.49,12.49,1.1403508771929824,65.0,1.0,2.0,1.0,57,-0.17796638599080816,3.322249991613271,0.04816896314700195,1.366399409574289,1.0994498305880769,1.0994498305880769,1.1403508771929816,-1.6506429532697309,-1.9665585693153693,-1.80860076129255
996,5252540424,12.206494845360824,1184.03,10.99,12.49,12.49,1.1134020618556701,108.0,1.0,3.0,1.0,97,0.06990516051471574,0.2601050803686715,0.008227219041087247,1.0283627944253975,1.1332205351974711,1.1332205351974711,1.1134020618556701,0.7571114498345867,0.7684479086876059,0.7627796792610964
997,5252540426,11.996896551724138,347.91,10.99,12.49,11.99,1.0,29.0,1.0,1.0,1.0,29,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
998,5252540427,12.202643678160921,2123.26,10.99,12.49,12.49,1.2528735632183907,218.0,1.0,3.0,1.0,174,-0.09229484234704526,2.379114637711421,0.007002458122161798,1.3647943203173936,1.2263520567968258,1.2263520567968258,1.2528735632183903,-0.8177360486983243,-0.9192401195796087,-0.8684880841389665
999,5252540429,12.263134328358209,821.63,10.99,12.49,12.49,1.044776119402985,70.0,1.0,2.0,1.0,67,-0.0015785511329141114,1.0641341039900927,1.0688106629106688e-05,1.0467858270393666,1.0444180003399954,1.0444180003399954,1.044776119402985,-0.01754968892997335,-0.018702947642807145,-0.018126318286390247
1000,5252540495,12.291204819277107,1020.17,10.99,12.49,12.49,1.1204819277108433,93.0,1.0,2.0,1.0,83,-0.10721800384228355,2.4383203732503906,0.017213630205911858,1.2599945110236943,1.099167505260269,1.099167505260269,1.1204819277108435,-1.0485986196499413,-1.1970319610214966,-1.122815290335719
1001,5434726000,7.145789473684211,678.85,5.99,7.29,7.29,1.2105263157894737,115.0,1.0,3.0,1.0,95,-0.01515980654607842,1.3188551018295298,0.00016530640116734453,1.2280478606185201,1.2083401121086181,1.2083401121086181,1.2105263157894737,-0.08166084475822356,-0.09047369182395784,-0.08606726829109071
1002,5434726001,7.154285714285714,1101.76,5.99,7.29,7.29,1.344155844155844,207.0,1.0,3.0,1.0,154,-0.16121945449014755,2.497565884279643,0.010821523317254757,1.5318613518836592,1.3222760610464674,1.3222760610464674,1.3441558441558448,-0.7368226363312309,-0.8733393336666878,-0.8050809849989593
1003,5843120463,9.99,29.97,9.99,9.99,9.99,1.3333333333333333,4.0,1.0,2.0,1.0,3,inf,0.0,0.0,inf,inf,inf,inf,,,
1004,5843120464,9.99,39.96,9.99,9.99,9.99,1.0,4.0,1.0,1.0,1.0,4,inf,0.0,0.0,inf,inf,inf,inf,,,
1005,5843120466,9.847142857142858,137.86,7.99,9.99,9.99,1.1428571428571428,16.0,1.0,2.0,1.0,14,0.07692307692307693,0.3853846153846153,0.01282051282051282,1.0,1.1538461538461537,1.1538461538461537,1.1428571428571428,0.6403076923076919,0.6644019138755982,0.6523548030916451
1006,5963500189,2.928461538461539,837.5400000000001,2.59,3.19,2.99,1.6433566433566433,470.0,1.0,8.0,1.0,286,-1.660348749052313,6.505624095389072,0.07518383715163579,2.2053208353435814,1.2091115859121935,1.5411813357226558,1.6433566433566433,-2.380706297887114,-3.561399863203125,-2.9710530805451194
1007,5963500195,2.8813705583756346,567.63,2.59,3.19,2.99,1.5736040609137056,310.0,1.0,5.0,1.0,197,-1.3086566572518705,5.34432882414152,0.08548509106609432,1.954908081859176,1.1697140875080532,1.4314454189584271,1.5736040609137065,-2.0292251282670546,-2.8962515719995015,-2.462738350133278
1008,5963500199,3.528931297709924,924.58,3.19,3.99,3.59,1.5763358778625953,413.0,1.0,7.0,1.0,262,-0.30493750995064406,2.6524394005731544,0.006203714332854774,1.6796887438305999,1.4357387358700846,1.5577137398503422,1.5763358778625953,-0.6292502107639678,-0.7612043131203504,-0.6952272619421591
1009,5963500850,5.58375,625.38,5.49,5.99,5.49,1.2053571428571428,135.0,1.0,5.0,1.0,112,-0.1538461538461537,2.0643956043956035,0.0025066930409426494,1.2197802197802199,1.1428571428571428,1.2197802197802199,1.2053571428571428,-0.7024978759558282,-0.7582684995612754,-0.7303831877585518
1010,5963500864,3.5420123839009285,1144.07,3.19,3.99,3.59,1.931888544891641,624.0,1.0,9.0,2.0,323,-0.5307578859141525,3.811839549652645,0.009694740666091039,2.118721893586499,1.6941155848551763,1.9064187392208376,1.9318885448916407,-0.8821062195676357,-1.1025014937965918,-0.9923038566821137
1011,5963500865,4.77,357.75,4.39,4.89,4.89,1.16,87.0,1.0,3.0,1.0,75,0.12865497076023416,0.546315789473683,0.004020467836257322,1.111111111111111,1.175438596491228,1.175438596491228,1.16,0.5188999897002793,0.5321514423076905,0.5255257160039849
1012,5963501102,2.8577631578947367,434.38,2.49,2.99,2.99,1.4078947368421053,214.0,1.0,5.0,1.0,152,-0.7240389688943798,3.477026627028558,0.03404750283349869,1.674169594481552,1.312150110034362,1.312150110034362,1.4078947368421062,-1.2562972431761497,-1.5565950730712157,-1.4064461581236827
1013,7002200375,5.959672131147541,727.08,4.69,6.49,5.99,1.598360655737705,195.0,1.0,8.0,1.0,122,-0.7091783325349089,5.824831000159685,0.16169913263787972,2.4987846205709623,1.2222636220081267,1.5768527882755805,1.5983606557377046,-1.8433607340414266,-3.130171498640525,-2.4867661163409758
1014,7002200462,5.4868531468531465,1569.24,4.69,6.49,5.0,1.7027972027972027,487.0,1.0,11.0,1.0,286,-0.2624878827997636,3.1430296685479058,0.02284736591052381,1.9119614982170143,1.43948330917744,1.8305902545490877,1.702797202797203,-0.7389983279747246,-1.0004768234856232,-0.869737575730174
1015,7002200475,5.00075,400.06,4.69,5.99,5.0,1.35,108.0,1.0,4.0,1.0,80,-1.727434353946646,9.98846734549869,0.11066692016073383,1.8868002254889191,-0.35886443464172046,1.3512955757654606,1.3499999999999996,-5.1718157746296685,-19.15560271391941,-12.16370924427454
1016,7002200705,4.0,744.0,4.0,4.0,4.0,1.3548387096774193,252.0,1.0,5.0,1.0,186,inf,0.0,0.0,inf,inf,inf,inf,,,
1017,7002200740,5.390744387739683,1698.084482138,4.689642857,5.99,5.0,3.533333333333333,1113.0,1.0,60.0,1.0,315,-3.3670158230852922,21.68405498506108,0.06544527320565183,5.893953280923165,1.5156302047801802,4.8489758696346215,3.533333333333335,-3.600274898244668,-7.589507458856826,-5.594891178550747
1018,7002200742,5.330023148148149,1151.285,4.69,5.79,5.0,2.2175925925925926,479.0,1.0,18.0,1.0,216,-2.040078593618475,13.091258720620583,0.11655409380312347,3.5232901165499353,1.2792036635696125,2.8908657525282084,2.2175925925925917,-3.56071283246124,-6.487573059225634,-5.024142945843437
1019,7002200749,5.302775956285246,1617.3466666670001,4.69,5.79,5.0,2.2295081967213113,680.0,1.0,21.0,2.0,305,-1.321364263530111,9.236406842863346,0.060204459253471815,3.039208446907125,1.5857077570240028,2.629585525212791,2.2295081967213113,-2.506131556356564,-3.8418789158166358,-3.1740052360866
1020,7002200779,5.311395348837209,1598.73,4.69,5.99,5.0,2.089700996677741,629.0,1.0,18.0,2.0,301,-0.9002246814061685,6.8711501824069225,0.05299123448102679,2.649096426611992,1.4788043407839728,2.37002677537608,2.089700996677741,-1.8999552285722672,-2.8509961637296524,-2.3754756961509598
1021,7003834702,4.407605633802817,1251.76,3.79,4.99,4.29,1.704225352112676,484.0,1.0,8.0,1.0,284,-0.30821194269831537,3.0627020471550823,0.015089543027938355,1.8945787843284672,1.5247244530904887,1.7404728129793094,1.7042253521126767,-0.7020665371268509,-0.8970267312423441,-0.7995466341845975
1022,7003834703,4.478178913738019,1401.67,3.79,4.99,4.79,1.9776357827476039,619.0,1.0,7.0,2.0,313,0.010997568239569266,1.9283867045547698,1.4058957082543235e-05,1.9700674881827374,1.9832645700702205,1.9810650564223067,1.9776357827476039,0.02303361108479981,0.026288705706572015,0.02466115839568591
1023,7003834704,9.19448717948718,1434.34,7.99,9.69,9.69,1.2371794871794872,193.0,1.0,4.0,1.0,156,-0.05952534696359295,1.7844845266907687,0.008088806909299704,1.308877004451661,1.2076839146135532,1.2076839146135532,1.2371794871794872,-0.40176349782995363,-0.4597826000275041,-0.43077304892872886
1024,7003834706,3.3233134328358207,1113.31,2.0,3.99,3.29,2.1791044776119404,730.0,1.0,15.0,2.0,335,-0.5507996076279467,4.009584212442595,0.03226180575908839,2.907984997186702,1.811893778007088,2.197453503346651,2.179104477611941,-0.576376524260487,-1.0093139388359287,-0.7928452315482079
1025,7003835084,1.6675313624933332,500.259408748,0.59,1.99,1.79,2.973333333333333,892.0,1.0,75.0,1.0,300,-17.260160858367957,31.755192886341753,0.423947822812018,21.57169797990466,-2.592527221810478,0.8595049498631084,2.9733333333333327,-1.587504776921191,-165.77879858257415,-83.68315167974767
1026,7003835086,1.133430420711974,350.22999999999996,1.0,1.19,1.19,2.9773462783171523,920.0,1.0,17.0,2.0,309,-1.3917156144217497,4.55475909268262,0.0013198072329818893,3.16304347826087,2.8986175115207375,2.8986175115207375,2.9773462783171523,-0.4835407110121111,-0.5503019608663305,-0.5169213359392208
1027,7003835088,1.7071161409358409,771.616495703,0.59,1.99,1.79,5.491150442477876,2482.0,1.0,170.0,2.5,452,-40.94811953718886,75.3943462453832,0.342987985921478,51.23495571844178,-6.092411633622618,2.0972122738151455,5.491150442477846,-1.6581886664847343,251.7873362052055,125.06457376936038
1028,7003835089,2.5847154471544713,317.91999999999996,1.94,2.59,2.59,1.5934959349593496,196.0,1.0,6.0,1.0,123,0.9205548549810846,-0.7858764186633043,0.0030700258552749803,0.9999999999999998,1.5983606557377048,1.5983606557377048,1.5934959349593492,1.606036360473896,1.492425894668283,1.5492311275710895
1029,7003835341,5.62241935483871,348.59000000000003,4.99,5.79,5.79,1.1774193548387097,73.0,1.0,3.0,1.0,62,0.1589817304948782,0.2835573962385548,0.012712642948966214,1.0768762314079972,1.2040616158038997,1.2040616158038997,1.1774193548387095,0.7484292672455916,0.7618646550326755,0.7551469611391335
1030,7003835345,3.28744920993228,1456.3400000000001,2.0,3.99,3.29,2.7765237020316027,1230.0,1.0,18.0,2.0,443,-0.7735553076472693,5.31954748699554,0.032588434390468324,3.772436871701001,2.233061809482935,2.774550524836024,2.7765237020316027,-0.624547110065634,-1.1237475534726598,-0.8741473317691468
1031,7003835386,2.3801960784313727,606.95,1.89,2.39,2.39,2.2941176470588234,585.0,1.0,8.0,2.0,255,-0.21599999999999803,2.808239999999995,0.00010891976692066179,2.399999999999999,2.292,2.292,2.2941176470588234,-0.1964932330827052,-0.22466984762198317,-0.21058154035234417
1032,7003835389,3.220890052356021,615.19,2.79,3.29,3.29,2.445026178010471,467.0,1.0,10.0,2.0,191,0.17027008358085127,1.896604959591079,0.00022004985373907942,2.371658492781654,2.4567935345720797,2.4567935345720797,2.445026178010471,0.21248531335592927,0.22616290651300094,0.2193241099344651
1033,7003835406,2.0,218.0,2.0,2.0,2.0,1.908256880733945,208.0,1.0,10.0,1.0,109,inf,0.0,0.0,inf,inf,inf,inf,,,
1034,7003835408,2.1555172413793104,312.55,1.99,2.29,2.29,2.282758620689655,331.0,1.0,11.0,2.0,145,-1.9166666666666663,6.414166666666665,0.028270628473706712,2.5999999999999988,2.0249999999999986,2.0249999999999986,2.2827586206896537,-1.6272716572504717,-1.9779601093989747,-1.8026158833247232
1035,7003835460,1.7756770833333333,340.93,1.39,1.79,1.79,2.2552083333333335,433.0,1.0,7.0,2.0,192,-1.5321241777034358,4.975766124502251,0.008667790776531632,2.8461135174944756,2.2332638464131014,2.2332638464131014,2.2552083333333326,-0.9507752186601666,-1.21713132007573,-1.0839532693679483
1036,7003835479,4.466939203354298,2130.73,3.79,4.99,4.79,2.7547169811320753,1314.0,1.0,9.0,2.0,477,-1.2842494628206726,8.491381253492436,0.10842169227588835,3.624075789402087,2.0829764340172794,2.3398263265814148,2.754716981132076,-1.6623787788551603,-2.5105082215013756,-2.0864435001782677
1037,7003835481,9.691287553648069,2258.07,7.59,9.99,9.99,1.5064377682403434,351.0,1.0,7.0,1.0,233,0.027679175118323178,1.2381909229208927,0.0006216543949805314,1.4482758620689657,1.5147058823529413,1.5147058823529413,1.5064377682403434,0.16188769685184307,0.18031641912973262,0.17110205799078784
1038,7003835485,3.286207729468599,1360.49,2.0,3.99,3.29,3.0120772946859904,1247.0,1.0,15.0,2.0,414,-0.5689866104440383,4.881885491891328,0.017088712209699333,3.7439122710032517,2.6116289162196153,3.009919543530442,3.012077294685991,-0.4452022000401894,-0.7361808418883174,-0.5906915209642534
1039,7003835487,4.450702451954275,2238.703333333,3.79,4.99,4.79,3.047713717693837,1533.0,1.0,10.0,3.0,503,-1.0442536272608083,7.695375897005661,0.06318399990293547,3.737654649687198,2.484550296974228,2.6934010224263893,3.0477137176938367,-1.268226419069379,-1.781998789863387,-1.525112604466383
1040,7003835530,3.6784615384615384,382.56,3.49,3.69,3.69,1.875,195.0,1.0,14.0,1.0,104,0.22108843537415632,1.0617346938775265,2.170193230666625e-05,1.8333333333333321,1.8775510204081634,1.8775510204081634,1.875,0.42737904150425493,0.43412644459552935,0.43075274304989214
1041,7003835531,3.6694736842105264,906.36,3.0,3.69,3.69,1.8380566801619433,454.0,1.0,14.0,1.0,247,-2.172842747891162,9.81124596347625,0.012351454597807931,3.292717719802763,1.793456223757861,1.793456223757861,1.8380566801619427,-2.8244698357985647,-4.403393143880158,-3.613931489839361
1042,7003835592,3.6225986842105264,1101.27,2.95,3.69,3.69,1.8355263157894737,558.0,1.0,6.0,1.0,304,-0.27305719968017034,2.8247029680650697,0.0024091172922266874,2.0191842290085673,1.817121901245241,1.817121901245241,1.8355263157894737,-0.4655849954165959,-0.5466602860311686,-0.5061226407238822
1043,7003835605,2.5855056179775278,460.21999999999997,2.19,2.59,2.59,2.095505617977528,373.0,1.0,10.0,2.0,178,-3.551136363636362,11.276988636363633,0.013239393656953521,3.500000000000001,2.079545454545457,2.079545454545457,2.0955056179775298,-3.030730878057684,-4.402084161594805,-3.7164075198262445
1044,7003835645,1.6669620253164559,658.45,1.59,1.69,1.69,3.037974683544304,1200.0,1.0,18.0,2.0,395,-2.7906304222093707,7.689849624060153,0.0019672605363348257,3.2527472527472527,2.973684210526316,2.973684210526316,3.037974683544304,-1.444822613982326,-1.558312026533909,-1.5015673202581175
1045,7003835649,2.9995103324339625,1112.818333333,2.99,3.095,3.0,2.477088948787062,919.0,1.0,11.0,2.0,371,-7.3404521656381645,24.494851064355995,0.0007902894723142579,2.546899089097881,1.776151611705874,2.4734945674415023,2.4770889487870633,-8.751158195300254,-10.518206278704865,-9.63468223700256
1046,7003835650,3.000786802030457,1182.31,2.99,3.19,3.0,2.2944162436548226,904.0,1.0,9.0,2.0,394,-4.570987743123139,16.010975935461722,0.001187987453942973,2.3437225835235367,1.4295250348989104,2.2980127060923063,2.2944162436548243,-5.90405204848163,-7.598941142100882,-6.751496595291256
1047,7003835652,1.877184339128878,786.540238095,0.99,2.095,2.0,3.3484486873508352,1403.0,1.0,51.0,2.0,419,-12.99557455096795,27.743537712409672,0.36787357992854947,14.877918906951402,0.5178090281318148,1.7523886104737727,3.3484486873508352,-2.0443298774554073,-13.351623587485692,-7.69797673247055
1048,7003835653,1.8786692040957944,804.070419353,0.99,2.095,2.0,3.05607476635514,1308.0,1.0,47.0,2.0,428,-10.646269015759236,23.05689250478126,0.346956364477785,12.517086179179616,0.7529589167656603,1.764354473262788,3.056074766355138,-1.9611063014657015,-11.106426155775221,-6.533766228620461
1049,7003835654,1.8444153235454546,486.925645416,0.99,2.0,2.0,2.606060606060606,688.0,1.0,33.0,2.0,264,-8.166019186176296,17.66759152541035,0.30373905595507367,9.583232531095819,1.3355531530577593,1.3355531530577593,2.606060606060609,-1.8988705623223572,-7.964648798750953,-4.931759680536655
1050,7003835655,1.8741065273486004,736.523865248,0.99,2.19,2.0,3.1119592875318065,1223.0,1.0,58.0,2.0,393,-15.4387442170919,32.045810598849194,0.38562047412356826,16.761453823928214,-1.7650392365820693,1.168322164665394,3.111959287531807,-2.2249931523206703,-46.583834803339855,-24.404413977830263
1051,7003835657,1.9327049180327869,707.37,0.99,2.29,2.0,2.259562841530055,827.0,1.0,25.0,2.0,366,-5.855926572482647,13.577340927806148,0.2734634220118886,7.7799736210483275,0.16726907682088488,1.8654877828408534,2.2595628415300553,-1.7047744641228537,-10.189354174171331,-5.947064319147093
1052,7003835665,1.99,525.36,1.99,1.99,1.99,1.7007575757575757,449.0,1.0,9.0,1.0,264,inf,0.0,0.0,inf,inf,inf,inf,,,
1053,7003835671,2.3484070796460177,1061.48,1.79,2.39,2.39,2.75,1243.0,1.0,13.0,2.0,452,-1.6827383679760057,6.701754696546837,0.017178767561704004,3.689653017869787,2.6800099970841833,2.6800099970841833,2.75,-1.0814024227546815,-1.468413391557502,-1.2749079071560918
1054,7003835672,2.451607142857143,274.58000000000004,1.79,2.49,2.49,1.375,154.0,1.0,5.0,1.0,112,0.5846557690013123,-0.058346259396253375,0.011582802970780706,0.9881875671160958,1.3974466054170145,1.3974466054170145,1.3749999999999998,1.049379287711348,1.042090086988334,1.045734687349841
1055,7003835673,2.3688321167883215,324.53000000000003,1.79,2.49,2.49,1.4744525547445255,202.0,1.0,4.0,1.0,137,-0.08735931803371108,1.6813921130035057,0.0009560949193451202,1.5250189337231628,1.463867411099565,1.463867411099565,1.4744525547445257,-0.12112558460254744,-0.14445814788621467,-0.13279186624438105
1056,7003835675,2.49,629.97,2.49,2.49,2.49,1.7272727272727273,437.0,1.0,7.0,1.0,253,inf,0.0,0.0,inf,inf,inf,inf,,,
1057,7003835676,2.2884625,457.69250000000005,2.0,2.49,2.49,1.775,355.0,1.0,7.0,1.0,200,-0.5012757475086288,2.922150750332966,0.011840624452445402,1.9195992553157082,1.67397413903648,1.67397413903648,1.7750000000000004,-0.5818499103136228,-0.6945042975296476,-0.6381771039216352
1058,7003835683,2.4653703703703704,931.9100000000001,1.69,2.99,2.29,2.2037037037037037,833.0,1.0,10.0,2.0,378,-1.6046712492924424,6.1598126558944974,0.15366575426526166,3.44791824459027,1.3618456205100946,2.485115495014804,2.2037037037037037,-1.1798388895258392,-2.455182972263457,-1.817510930894648
